Departamento: ANTIOQUIA (Código: 5), Municipio: MEDELLÍN (Código: 5001), Centro Poblado: MEDELLÍN (Código: 5001000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: MUNGUIDÓ (Código: 27250019), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: CHAPPIEN (Código: 27250020), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: BURUJÓN (Código: 27250021), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: PANGALITA (Código: 27250022), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: PAPAYO (Código: 27250023), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: CARRA (Código: 27250025), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: PUERTO MURILLO (Código: 27250026), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: QUEBRADA DE PICHIMÁ (Código: 27250028), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: PANGALÁ (Código: 27250029), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: SAN JOSÉ (Código: 27250030), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: TAPARAL (Código: 27250031), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: TAPARALITO (Código: 27250032), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: TORDÓ (Código: 27250034), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: TROJITA (Código: 27250035), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: VENADO (Código: 27250036), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: UNIÓN VALSALITO (Código: 27250039), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: BARRIOS UNIDOS (Código: 27250040), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: CABECERA (Código: 27250041), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: LAS DELICIAS (Código: 27250042), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: EL LITORAL DEL SAN JUAN (Código: 27250), Centro Poblado: UNION GUAIMIA (Código: 27250043), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: ISTMINA (Código: 27361000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: BASURU (Código: 27361004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: PRIMAVERA (Código: 27361009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: SAN ANTONIO (Código: 27361029), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: SURUCO SANTA MÓNICA (Código: 27361032), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: CARMELITA (Código: 27361037), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: GUINIGUINI (Código: 27361040), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: JUANA MARCELA (Código: 27361041), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: PAITO (Código: 27361042), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: PLAYA GRANDE (Código: 27361043), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: CHIGORODÓ (PUERTO SALAZAR) (Código: 27361044), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: ISTMINA (Código: 27361), Centro Poblado: PRIMERA MOJARRA (Código: 27361049), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: JURADÓ (Código: 27372), Centro Poblado: JURADÓ (Código: 27372000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: JURADÓ (Código: 27372), Centro Poblado: PUNTA ARDITA (Código: 27372004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: JURADÓ (Código: 27372), Centro Poblado: PUNTA PIÑA (Código: 27372007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: LLORÓ (Código: 27413000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: LA VUELTA (Código: 27413003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: LAS HAMACAS (Código: 27413004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: BORAUDO (Código: 27413007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: NIPORDU (Código: 27413009), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: OGODÓ (Código: 27413010), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: VILLA CLARET (Código: 27413011), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: BOCA DE CAPA (Código: 27413013), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: BOCAS DE TUMUTUMBUDÓ (Código: 27413014), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: CANCHIDO (Código: 27413015), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: LA PLAYA (Código: 27413016), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: PLAYA ALTA (Código: 27413017), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: PUERTO MORENO (Código: 27413018), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: LLORÓ (Código: 27413), Centro Poblado: SAN JORGE (Código: 27413019), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: BETÉ (Código: 27425000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: BOCA DE AMÉ (Código: 27425001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: BOCA DE BEBARÁ (Código: 27425002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: CAMPOALEGRE (Código: 27425003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: EL LLANO DE BEBARÁ (Código: 27425004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: EL LLANO DE BEBARAMÁ (Código: 27425005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: SAN ANTONIO DEL BUEY (CAMPO SANTO) (Código: 27425006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: SAN JOSÉ DE BUEY (Código: 27425007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: SAN ROQUE (Código: 27425008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: TANGÜÍ (Código: 27425009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: AGUA CLARA (Código: 27425010), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: BAUDO GRANDE (Código: 27425011), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: MEDIO BETE (Código: 27425012), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: PUERTO SALAZAR (Código: 27425013), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: PUNE (Código: 27425014), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO ATRATO (Código: 27425), Centro Poblado: SAN FRANCISCO DE TAUCHIGADO (Código: 27425016), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: PUERTO MELUK (Código: 27430000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: ARENAL (Código: 27430002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: BOCA DE BAUDOCITO (Código: 27430003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: BELLA VISTA (Código: 27430004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: BERIGUADÓ (Código: 27430005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: CURUNDÓ LA BANCA (Código: 27430006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: NUEVO PLATANARES (Código: 27430007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: PIE DE PEPE (Código: 27430009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: PUERTO ADÁN (Código: 27430010), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: SAN MIGUEL BAUDOCITO (Código: 27430013), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: QUERA (Código: 27430023), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: BOCA DE PEPE (Código: 27430024), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: UNIÓN MISARA (Código: 27430026), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: BERRECUY (Código: 27430028), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: BOCA DE CURUNDO (Código: 27430029), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: CURUNDO LA LOMA (Código: 27430030), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: PUERTO CÓRDOBA (Código: 27430031), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO BAUDÓ (Código: 27430), Centro Poblado: PUERTO LIBIA (Código: 27430032), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: ANDAGOYA (Código: 27450000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: BEBEDÓ (Código: 27450001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: BOCA DE SURUCO (Código: 27450002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: CHIQUICHOQUI (Código: 27450003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: DIPURDÚ EL GUASIMO (Código: 27450004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: EL GUAMO (Código: 27450005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: LA RANCHA (Código: 27450007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: NOANAMÁ (Código: 27450008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: SAN MIGUEL (Código: 27450012), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: FUJIADÓ (Código: 27450013), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: ISLA DE CRUZ (Código: 27450014), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: LA UNIÓN (Código: 27450015), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: MACEDONIA (Código: 27450016), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: PUERTO MURILLO (Código: 27450017), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: SAN JERÓNIMO (Código: 27450018), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: MEDIO SAN JUAN (Código: 27450), Centro Poblado: UNIÓN WAUNAÁN (Código: 27450019), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: NÓVITA (Código: 27491000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: EL CAJÓN (Código: 27491001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: EL TIGRE (Código: 27491002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: IRABUBÚ (Código: 27491003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: JUNTAS DE TAMANÁ (Código: 27491004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: SAN LORENZO (Código: 27491006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: SESEGÓ (Código: 27491007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: URABARÁ (Código: 27491008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: CURUNDÓ (Código: 27491009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: EL TAMBITO (Código: 27491010), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: CARMEN DE SURAMA (Código: 27491013), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: SANTA ROSA (Código: 27491014), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: LA PUENTE (Código: 27491015), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: PINDAZA (Código: 27491016), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: QUEBRADA LARGA (Código: 27491017), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: NÓVITA (Código: 27491), Centro Poblado: TORRA (Código: 27491018), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: NUQUÍ (Código: 27495000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: ARUSÍ (Código: 27495001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: COQUÍ (Código: 27495002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: JURUBIRÁ (Código: 27495003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: PANGUÍ (Código: 27495004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: TRIBUGÁ (Código: 27495005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: PARTADÓ (Código: 27495007), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: JOVI (Código: 27495008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: TERMALES (Código: 27495010), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: BOCA DE JAGUA (Código: 27495011), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: PUERTO INDIO (Código: 27495012), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: NUQUÍ (Código: 27495), Centro Poblado: VILLA NUEVA (Código: 27495013), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO IRÓ (Código: 27580), Centro Poblado: SANTA RITA (Código: 27580000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO IRÓ (Código: 27580), Centro Poblado: ALTO CHATO (Código: 27580001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO IRÓ (Código: 27580), Centro Poblado: ENCHARCAZÓN (Código: 27580004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO IRÓ (Código: 27580), Centro Poblado: SAN JOSÉ DE VIRO VIRO (Código: 27580005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO IRÓ (Código: 27580), Centro Poblado: SANTA BÁRBARA (Código: 27580006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO IRÓ (Código: 27580), Centro Poblado: CHARA (Código: 27580007), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO IRÓ (Código: 27580), Centro Poblado: EL BUEY (Código: 27580008), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO IRÓ (Código: 27580), Centro Poblado: LA GUAMA (Código: 27580009), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO IRÓ (Código: 27580), Centro Poblado: TODOSITICO (Código: 27580010), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO IRÓ (Código: 27580), Centro Poblado: VIRO (Código: 27580011), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO QUITO (Código: 27600), Centro Poblado: PAIMADÓ (Código: 27600000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO QUITO (Código: 27600), Centro Poblado: BOCA DE APARTADÓ (Código: 27600001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO QUITO (Código: 27600), Centro Poblado: SAN ISIDRO (Código: 27600003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO QUITO (Código: 27600), Centro Poblado: VILLA CONTO (Código: 27600004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO QUITO (Código: 27600), Centro Poblado: BOCA DE PAIMADÓ (Código: 27600005), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO QUITO (Código: 27600), Centro Poblado: CHIGUARANDÓ ALTO (Código: 27600006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO QUITO (Código: 27600), Centro Poblado: CHIVIGUIDÓ (Código: 27600007), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO QUITO (Código: 27600), Centro Poblado: LA SOLEDAD (Código: 27600010), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RÍO QUITO (Código: 27600), Centro Poblado: LOMA DE LOS GAMBOA (Código: 27600011), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
